symbol,date,minute,event_class,direction,underlying_state,underlying_change,implied_change,ce_change_pct,pe_change_pct,option_pressure,ce_oi_change,pe_oi_change,ce_volume_accel,pe_volume_accel,ce_iv_change,pe_iv_change,ce_spread_change,next_reliable_minute,next_reliable_move,preceded_same_direction
SENSEX,2026-07-30,15:29,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-45.2100000000064,,-36.131841,35.294118,-0.138773,-1580360.0,-779580.0,1137400.0,549200.0,0.090669,,0.08671400000000001,,,
NIFTY,2026-07-31,15:01,C_BOTH_MOVED_TOGETHER,1,LIVE,13.5,11.903002999999444,8.153078,-6.049101,0.725208,-195455.0,-326495.0,449605.0,-1245335.0,-0.073219,0.066205,-0.08662499999999998,,,
NIFTY,2026-07-31,15:05,A_UNDERLYING_MOVED_FIRST,1,LIVE,5.099999999998545,3.6530210000018997,2.459016,-1.890359,0.331265,2275.0,-190515.0,-1379560.0,-966550.0,-0.085204,0.070425,-0.12913000000000002,,,
NIFTY,2026-07-31,15:06,B_OPTIONS_MOVED_FIRST,-1,LIVE,-4.299999999999272,-6.53273000000263,-4.430769,3.027801,-0.41062,138970.0,123630.0,171470.0,-6240.0,-0.114815,0.039531,0.13448900000000003,15:07,6.649999999997817,False
NIFTY,2026-07-31,15:07,C_BOTH_MOVED_TOGETHER,1,LIVE,6.649999999997817,7.717502000003151,4.70058,-4.221213,0.517026,-383565.0,-5525.0,230035.0,335595.0,-0.029483,-0.057623,-0.011564000000000019,,,
NIFTY,2026-07-31,15:08,E_INCONCLUSIVE,,LIVE,5.950000000000728,0.6815119999992021,0.861009,-0.111576,0.333201,-17875.0,-163540.0,-28405.0,-381095.0,-0.225801,0.284327,-0.0020999999999999908,,,
NIFTY,2026-07-31,15:13,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-7.399999999997817,-3.3720160000011674,-2.432266,1.56852,0.085501,-189605.0,-70460.0,470860.0,145015.0,0.179774,-0.148418,0.06925199999999998,,,
NIFTY,2026-07-31,15:16,B_OPTIONS_MOVED_FIRST,-1,LIVE,-4.099999999998545,-11.261145000000397,-6.585136,6.432432,-0.656361,-237575.0,-565825.0,1112475.0,702520.0,-0.284335,0.375553,0.013262999999999997,15:17,-1.1000000000021828,
NIFTY,2026-07-31,15:18,B_OPTIONS_MOVED_FIRST,1,LIVE,0.75,5.2209509999993315,2.692819,-3.162459,-0.448224,-170430.0,-329550.0,-329160.0,-399620.0,0.134057,-0.252503,0.06125899999999998,15:19,-5.099999999998545,False
NIFTY,2026-07-31,15:19,E_INCONCLUSIVE,,LIVE,-5.099999999998545,-4.307668999997986,-1.910003,3.08138,0.190395,-206375.0,-287950.0,-421915.0,-695760.0,0.10795,0.041621,-0.062225,,,
NIFTY,2026-07-31,15:24,C_BOTH_MOVED_TOGETHER,1,LIVE,5.850000000002183,6.031244000001607,2.651007,-3.859017,0.436812,-144690.0,-171405.0,213135.0,275730.0,-0.040808,-0.145074,-0.20307499999999998,,,
NIFTY,2026-07-31,15:26,E_INCONCLUSIVE,,LIVE,-5.650000000001455,-1.9426719999974011,-2.446184,0.259471,0.170228,-183300.0,-370435.0,-59865.0,-467155.0,0.030575,-0.161264,0.20387300000000003,,,
NIFTY,2026-07-31,15:29,C_BOTH_MOVED_TOGETHER,-1,LIVE,-6.650000000001455,-8.297690999999759,-6.786877,2.281114,-0.633401,-297505.0,-570960.0,631280.0,1405365.0,-0.141579,-0.188318,0.04749300000000001,,,
SENSEX,2026-07-31,15:01,C_BOTH_MOVED_TOGETHER,1,LIVE,36.69999999999709,36.77754699999059,4.56676,-4.028214,0.696095,0.0,0.0,19560.0,2080.0,-0.05,0.010516,-0.10288400000000003,,,
SENSEX,2026-07-31,15:05,B_OPTIONS_MOVED_FIRST,1,LIVE,12.889999999999418,15.077583999998751,2.00744,-1.65404,0.434945,-11520.0,-8740.0,-13880.0,-16160.0,0.010784,-0.00966,-0.018127999999999977,15:06,-8.729999999995925,
SENSEX,2026-07-31,15:06,B_OPTIONS_MOVED_FIRST,-1,LIVE,-8.729999999995925,-21.9190360000066,-2.955046,2.405175,-0.151088,0.0,0.0,-680.0,-1920.0,-0.198443,0.151521,-0.04378900000000002,15:07,13.009999999994761,
SENSEX,2026-07-31,15:08,C_BOTH_MOVED_TOGETHER,1,LIVE,24.510000000009313,15.130877000003238,2.16075,-2.175188,0.401572,0.0,0.0,34200.0,18500.0,-0.113518,0.072591,0.05834600000000001,,,
SENSEX,2026-07-31,15:10,B_OPTIONS_MOVED_FIRST,-1,LIVE,-3.790000000008149,-15.997415999998339,-1.369089,2.474484,-0.109428,-9200.0,-6320.0,4900.0,8240.0,-0.093475,0.220665,0.0012209999999999999,15:11,12.130000000004657,
SENSEX,2026-07-31,15:13,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-23.869999999995343,-14.521395000003395,-2.356945,1.327485,-0.243894,-22320.0,-27740.0,21860.0,12160.0,0.084795,-0.113127,0.028858999999999996,,,
SENSEX,2026-07-31,15:14,A_UNDERLYING_MOVED_FIRST,1,LIVE,20.30000000000291,8.526662000003853,1.148832,-0.698332,-0.082529,0.0,0.0,-18120.0,-3740.0,-0.123367,0.116334,0.12585599999999997,,,
SENSEX,2026-07-31,15:15,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-21.480000000010477,4.649760000000242,0.71465,-0.656748,-0.089072,0.0,0.0,17920.0,60.0,0.335812,-0.291134,-0.05267599999999997,,,
SENSEX,2026-07-31,15:16,B_OPTIONS_MOVED_FIRST,-1,LIVE,-8.529999999998836,-31.480464000007487,-3.842067,3.970858,-0.473834,-47220.0,-30640.0,2980.0,-17720.0,-0.310325,0.288733,0.027823999999999988,15:17,-13.289999999993597,
SENSEX,2026-07-31,15:20,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-15.539999999993597,4.125069000001531,0.433251,-0.807048,0.076725,0.0,0.0,4160.0,15100.0,0.28172,-0.26105,-0.174197,,,
SENSEX,2026-07-31,15:23,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-17.989999999990687,-11.090290000007371,-1.205727,1.209449,-0.183163,0.0,0.0,-8320.0,-7300.0,0.078983,-0.103944,-0.04368600000000003,,,
SENSEX,2026-07-31,15:24,B_OPTIONS_MOVED_FIRST,1,LIVE,12.069999999992433,23.998442000010982,2.534765,-3.031057,0.309136,-14100.0,-9920.0,12060.0,13140.0,0.161459,-0.184199,0.040268,15:25,5.510000000009313,
SENSEX,2026-07-31,15:26,E_INCONCLUSIVE,,LIVE,-21.520000000004075,-6.462948000000324,-1.284266,0.187313,0.155267,-12560.0,-9920.0,-2600.0,-4360.0,0.118821,-0.214274,-0.148686,,,
SENSEX,2026-07-31,15:29,C_BOTH_MOVED_TOGETHER,-1,LIVE,-29.029999999998836,-21.081240999992588,-4.428974,0.440502,-0.636898,-27160.0,-17360.0,20800.0,29100.0,-0.22298,-0.16241,-0.03410500000000005,,,
NIFTY,2026-08-03,15:05,C_BOTH_MOVED_TOGETHER,-1,LIVE,-10.299999999999272,-5.680997999999818,-5.115346,4.545455,-0.78592,-296335.0,-374400.0,1921010.0,3131440.0,0.565852,-0.36287,0.036287000000000014,,,
NIFTY,2026-08-03,15:06,E_INCONCLUSIVE,,LIVE,-8.25,-4.715468000002147,-4.087385,3.606719,-0.814026,-45760.0,-43355.0,233090.0,321815.0,0.440024,-0.281058,0.006006999999999985,,,
NIFTY,2026-08-03,15:08,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-7.299999999999272,-4.694858999999269,-4.21318,3.662109,-0.589802,165295.0,-131755.0,-360750.0,-687700.0,0.273137,-0.237466,0.08469200000000002,,,
NIFTY,2026-08-03,15:12,B_OPTIONS_MOVED_FIRST,1,LIVE,4.599999999998545,6.066969999999856,4.805242,-5.531712,0.643208,-73190.0,-227760.0,511160.0,197210.0,-0.1247,-0.0355,0.128923,15:13,8.600000000002183,True
NIFTY,2026-08-03,15:13,E_INCONCLUSIVE,,LIVE,8.600000000002183,-0.6609119999993709,0.034734,1.312468,0.528576,-257660.0,-503620.0,-569205.0,-936780.0,-0.702015,0.65022,-0.06956499999999999,,,
NIFTY,2026-08-03,15:14,E_INCONCLUSIVE,,LIVE,-5.200000000000728,-1.2129679999998189,-0.833333,1.24564,0.496008,-109655.0,-305240.0,-498030.0,-496275.0,0.353524,-0.43753,0.0023340000000000027,,,
NIFTY,2026-08-03,15:17,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,6.054986999999528,3.174603,-8.813559,0.361303,-92040.0,-261885.0,577720.0,2167620.0,0.390033,-0.807799,-0.008879999999999999,15:29,200.95000000000073,True
NIFTY,2026-08-03,15:20,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,9.053028999998787,3.563084,-10.260695,0.221671,54535.0,-352300.0,-234780.0,552500.0,0.249893,-1.308437,0.04536899999999999,15:29,200.95000000000073,True
NIFTY,2026-08-03,15:25,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-6.330880000001343,-5.501618,4.948341,-0.54475,-274235.0,-174460.0,1056705.0,681460.0,-0.683995,0.414091,0.08866400000000002,15:29,200.95000000000073,False
NIFTY,2026-08-03,15:26,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-5.879084000000148,-6.126332,4.404145,-0.613956,-210990.0,-262730.0,-113360.0,73450.0,-0.761296,0.39583,0.100937,15:29,200.95000000000073,False
NIFTY,2026-08-03,15:27,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,5.3476579999987734,4.864208,-5.210918,-0.495153,-244855.0,-307060.0,-543335.0,-286325.0,0.576458,-0.461938,-0.17342200000000002,15:29,200.95000000000073,True
SENSEX,2026-08-03,15:05,C_BOTH_MOVED_TOGETHER,-1,LIVE,-37.229999999995925,-26.47272299999895,-4.781309,2.874056,-0.718281,-20700.0,-39540.0,105560.0,124880.0,0.090923,-0.2268,-0.043419999999999986,,,
SENSEX,2026-08-03,15:06,C_BOTH_MOVED_TOGETHER,-1,LIVE,-25.020000000004075,-18.576381999999285,-2.717546,2.998183,-0.768372,0.0,0.0,-9240.0,42660.0,0.127206,-0.10157,0.050367999999999996,,,
SENSEX,2026-08-03,15:08,B_OPTIONS_MOVED_FIRST,-1,LIVE,-13.55000000000291,-17.88001500000246,-3.419973,2.221727,-0.591924,0.0,0.0,7400.0,11740.0,-0.144284,0.030113,-0.06689999999999999,15:09,-26.69999999999709,True
SENSEX,2026-08-03,15:09,E_INCONCLUSIVE,,LIVE,-26.69999999999709,-11.565235000001849,-2.683763,0.094497,-0.578084,0.0,0.0,67120.0,66140.0,0.086846,-0.423697,0.09603799999999998,,,
SENSEX,2026-08-03,15:10,E_INCONCLUSIVE,,LIVE,18.089999999996508,8.713422000000719,2.941627,0.689906,-0.559006,-6280.0,-86340.0,-25540.0,-36560.0,0.083287,0.391451,0.022761000000000003,,,
SENSEX,2026-08-03,15:11,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-15.139999999999418,-0.6829569999972591,-0.632535,-0.483231,-0.152109,0.0,0.0,-23980.0,-27800.0,0.164199,-0.327143,-0.01327299999999998,,,
SENSEX,2026-08-03,15:12,C_BOTH_MOVED_TOGETHER,1,LIVE,41.7899999999936,24.43472699999984,3.414963,-3.77591,0.543061,0.0,0.0,-6780.0,-25420.0,-0.321897,0.21136,0.020558999999999994,,,
SENSEX,2026-08-03,15:14,E_INCONCLUSIVE,,LIVE,-19.910000000003492,-0.8008520000003045,0.253165,0.661218,0.460624,0.0,0.0,-10000.0,-26900.0,0.339873,-0.203803,-0.01519699999999996,,,
SENSEX,2026-08-03,15:29,D_UNDERLYING_STALE_OPTIONS_MOVED,1,CLOSING_STATE_UNCERTAIN,,17.367614000002504,-1.457748,-6.610323,0.52049,-14060.0,-22940.0,12480.0,24060.0,0.513456,-1.396718,0.004718,,,
NIFTY,2026-08-04,15:01,C_BOTH_MOVED_TOGETHER,-1,LIVE,-6.799999999999272,-7.770145999998931,4.296604,13.416988,0.193489,401700.0,-273000.0,3825575.0,1158625.0,1.71616,1.213633,-0.017129000000000005,,,
NIFTY,2026-08-04,15:02,E_INCONCLUSIVE,,LIVE,-6.350000000002183,-2.7968279999986407,-0.675676,6.874557,-0.609764,-249795.0,-317395.0,-2699905.0,-944385.0,0.968973,0.049882,-0.318639,,,
NIFTY,2026-08-04,15:05,C_BOTH_MOVED_TOGETHER,-1,LIVE,-7.599999999998545,-5.247607000001153,1.658664,19.648094,-0.577423,77870.0,8190.0,-451555.0,331110.0,1.580669,1.500909,-0.17602,,,
NIFTY,2026-08-04,15:07,E_INCONCLUSIVE,,LIVE,5.299999999999272,4.578592000001663,11.428571,-1.78499,0.526517,-167765.0,-321880.0,2250755.0,-981305.0,0.507794,1.810229,0.13619000000000003,,,
NIFTY,2026-08-04,15:12,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-5.450000000000728,-4.022433999998611,-1.760777,2.431611,0.352714,-1264380.0,-263250.0,-204620.0,-772135.0,0.370081,-0.85179,-0.11707999999999999,,,
NIFTY,2026-08-04,15:14,A_UNDERLYING_MOVED_FIRST,1,LIVE,6.25,4.402924999998504,7.901554,-2.352438,0.167256,-1245790.0,-467220.0,-4264455.0,-1997515.0,0.297449,1.464817,-0.27803900000000004,,,
NIFTY,2026-08-04,15:15,C_BOTH_MOVED_TOGETHER,1,LIVE,6.100000000002183,14.978401000000304,22.44898,-10.381078,0.638689,-754065.0,-165425.0,2919800.0,2341235.0,2.840763,-0.815028,0.15206099999999997,,,
NIFTY,2026-08-04,15:16,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-8.997081000001344,-13.578431,3.958944,0.711933,-1726400.0,-687050.0,3644160.0,-170495.0,-2.792669,0.885556,-0.27871399999999996,15:28,151.45000000000073,False
NIFTY,2026-08-04,15:18,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-5.971964000000298,-10.005718,4.101562,-0.454343,18525.0,-96135.0,-1191255.0,-822120.0,-1.780187,0.844153,0.16520600000000002,15:28,151.45000000000073,False
NIFTY,2026-08-04,15:20,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,22.82775699999911,44.514326,-8.832335,0.502091,-184730.0,-196495.0,3157635.0,2900560.0,6.439078,-1.983826,-0.032440000000000024,15:28,151.45000000000073,True
NIFTY,2026-08-04,15:21,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,8.653030000001309,11.653772,-5.747126,0.561334,-330785.0,-202215.0,2521025.0,-535990.0,2.572802,-1.282874,0.04624099999999998,15:28,151.45000000000073,True
NIFTY,2026-08-04,15:23,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,18.928029999999126,6.043956,-22.991304,0.467341,123305.0,88985.0,-1883440.0,368095.0,0.89914,,0.04885799999999996,15:28,151.45000000000073,True
NIFTY,2026-08-04,15:24,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-7.2221559999998135,-5.657774,15.55773,0.251314,-391430.0,181545.0,-297700.0,-2078440.0,-1.201653,,0.04345199999999999,15:28,151.45000000000073,False
NIFTY,2026-08-04,15:25,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,5.803199999998469,1.15037,-9.859754,0.401276,128895.0,91845.0,-1014910.0,-151645.0,0.267523,,-0.00015799999999999148,15:28,151.45000000000073,True
NIFTY,2026-08-04,15:26,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,33.97809500000221,30.869212,-45.450259,0.686688,-292435.0,-43355.0,3274245.0,2629575.0,4.314387,,0.13332299999999997,15:28,151.45000000000073,True
NIFTY,2026-08-04,15:27,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-12.247057000000495,-20.360025,11.235955,0.377403,-391040.0,25805.0,824525.0,-290290.0,-3.642205,,0.15869100000000003,15:28,151.45000000000073,False
NIFTY,2026-08-04,15:28,D_UNDERLYING_STALE_OPTIONS_MOVED,1,CLOSING_STATE_UNCERTAIN,,22.628054999997403,27.51364,-40.40404,0.554914,189995.0,123435.0,-2574585.0,-1287845.0,,,-0.290425,15:29,151.45000000000073,True
SENSEX,2026-08-04,15:01,C_BOTH_MOVED_TOGETHER,-1,LIVE,-34.01999999998952,-42.202522000006866,-5.373508,7.251422,-0.2798,0.0,0.0,61760.0,27380.0,-0.088976,0.309598,-0.12777800000000003,,,
SENSEX,2026-08-04,15:02,E_INCONCLUSIVE,,LIVE,-22.29000000000815,-4.890369999993709,-0.9267,0.58586,-0.569615,2320.0,-4680.0,-41260.0,4000.0,0.31718,-0.455364,-0.04011100000000001,,,
SENSEX,2026-08-04,15:05,B_OPTIONS_MOVED_FIRST,-1,LIVE,-14.39999999999418,-18.693432999993092,-1.872686,3.522535,-0.521536,13740.0,-5500.0,1700.0,30260.0,0.106935,0.173156,-0.127353,15:06,9.179999999993015,
SENSEX,2026-08-04,15:06,B_OPTIONS_MOVED_FIRST,1,LIVE,9.179999999993015,15.750144999998156,1.313403,-2.890045,-0.140606,0.0,0.0,560.0,-24820.0,0.007399,-0.222423,0.18565600000000002,15:07,15.130000000004657,True
SENSEX,2026-08-04,15:07,E_INCONCLUSIVE,,LIVE,15.130000000004657,14.273736000002827,1.833548,-2.662382,0.287614,6780.0,-1200.0,-16080.0,-36100.0,-0.0695,-0.046969,-0.11666100000000001,,,
SENSEX,2026-08-04,15:10,B_OPTIONS_MOVED_FIRST,1,LIVE,8.529999999998836,15.66298999999708,2.185881,-2.536652,0.487078,-15040.0,-400.0,-1080.0,-7440.0,0.089271,-0.237135,-0.16680000000000003,15:11,4.960000000006403,
SENSEX,2026-08-04,15:12,E_INCONCLUSIVE,,LIVE,-19.55999999999767,-6.107821999990847,-0.226337,1.611745,0.07178,0.0,0.0,-5480.0,-27420.0,0.437432,-0.273107,-0.09125999999999998,,,
SENSEX,2026-08-04,15:14,C_BOTH_MOVED_TOGETHER,1,LIVE,23.30999999999767,23.29139800000121,2.217,-4.620144,0.458061,0.0,0.0,-37740.0,-9560.0,-0.132482,-0.146154,0.07222199999999998,,,
SENSEX,2026-08-04,15:15,C_BOTH_MOVED_TOGETHER,1,LIVE,47.66000000000349,64.98127099999692,5.173207,-13.082967,0.802655,0.0,0.0,112660.0,78280.0,-0.269106,-0.883678,0.030152000000000012,,,
SENSEX,2026-08-04,15:16,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-34.515826999995625,-3.701814,6.170177,0.61279,-51420.0,-6560.0,-14560.0,-64020.0,-0.542349,0.824032,0.04203299999999999,15:30,104.38999999999942,False
SENSEX,2026-08-04,15:18,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-20.461516000010306,-3.403905,3.02405,-0.440491,-14960.0,3520.0,-400.0,-1320.0,-0.416017,0.379298,0.147314,15:30,104.38999999999942,False
SENSEX,2026-08-04,15:23,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,15.274032999994233,1.48511,-2.993734,0.072988,0.0,0.0,-7800.0,-3620.0,0.24551,-0.390643,0.010089999999999988,15:30,104.38999999999942,True
SENSEX,2026-08-04,15:24,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-15.886836999998195,-1.057309,3.779904,-0.056658,9740.0,1340.0,-8280.0,-980.0,-0.14669,0.467497,-0.11996699999999996,15:30,104.38999999999942,False
SENSEX,2026-08-04,15:29,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,18.080973999996786,0.949934,-4.71415,0.567684,6200.0,520.0,34660.0,61140.0,0.125137,-0.573096,-0.0036630000000000273,15:30,104.38999999999942,True
NIFTY,2026-08-05,15:01,A_UNDERLYING_MOVED_FIRST,-1,LIVE,-5.650000000001455,-3.2255550000008952,-0.38616,2.082966,-0.4621,-114270.0,5200.0,-338455.0,-76180.0,0.216554,0.045708,0.03173100000000001,,,
NIFTY,2026-08-05,15:02,C_BOTH_MOVED_TOGETHER,1,LIVE,7.400000000001455,12.042320000000473,3.175477,-5.03544,-0.37691,-50375.0,-9295.0,-39000.0,-9620.0,0.103474,-0.374593,0.031978000000000006,,,
NIFTY,2026-08-05,15:04,C_BOTH_MOVED_TOGETHER,1,LIVE,6.850000000002183,6.135237000002235,0.463541,-3.221267,0.528393,9035.0,4225.0,-89245.0,29380.0,-0.197708,-0.154108,-0.0011519999999999864,,,
NIFTY,2026-08-05,15:05,C_BOTH_MOVED_TOGETHER,-1,LIVE,-10.900000000001455,-9.846949000002496,-3.229814,3.393117,-0.220682,-69680.0,-47775.0,193700.0,-21450.0,0.039285,-0.013818,0.008291999999999994,,,
NIFTY,2026-08-05,15:07,C_BOTH_MOVED_TOGETHER,1,LIVE,17.850000000002183,15.513867000001483,3.5395,-6.579774,0.427849,-49010.0,-9165.0,140595.0,219375.0,-0.239963,-0.163586,0.06674200000000001,,,
NIFTY,2026-08-05,15:13,C_BOTH_MOVED_TOGETHER,1,LIVE,10.399999999997817,5.778027000000293,1.176677,-2.844259,0.563915,-264160.0,-59215.0,214955.0,153920.0,-0.287899,0.002568,0.102514,,,
NIFTY,2026-08-05,15:14,C_BOTH_MOVED_TOGETHER,1,LIVE,15.0,16.471035999999003,4.860267,-6.533381,0.802001,-127920.0,-35555.0,1075165.0,255385.0,-0.032397,-0.088645,0.054951,,,
NIFTY,2026-08-05,15:15,C_BOTH_MOVED_TOGETHER,1,LIVE,9.150000000001455,14.51059499999974,4.355573,-7.069901,0.78136,-251810.0,-10010.0,314210.0,132665.0,0.111337,-0.453452,-0.10824700000000001,,,
NIFTY,2026-08-05,15:16,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-30.868447000000742,-9.102544,13.452454,0.152473,-727155.0,-84630.0,696605.0,816790.0,-1.099782,1.315727,0.09187399999999998,15:29,54.45000000000073,False
NIFTY,2026-08-05,15:21,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,5.406490999997914,0.697991,-2.957928,0.309325,-59930.0,9555.0,-166660.0,-210015.0,0.08278,-0.307985,-0.03522800000000001,15:29,54.45000000000073,True
NIFTY,2026-08-05,15:25,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-9.41511299999911,-2.598073,4.420704,-0.572124,35685.0,69810.0,222690.0,310180.0,-0.26085,0.480723,0.042673000000000016,15:29,54.45000000000073,False
NIFTY,2026-08-05,15:27,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,10.974618000000191,3.035201,-4.820549,-0.114853,-47060.0,-178165.0,149370.0,49595.0,0.317105,-0.522825,0.170075,15:29,54.45000000000073,True
SENSEX,2026-08-05,15:01,C_BOTH_MOVED_TOGETHER,-1,LIVE,-17.25,-18.922140999988187,-2.091282,3.89175,-0.461284,0.0,0.0,-120740.0,-101760.0,0.056093,0.233112,-0.02343099999999998,,,
SENSEX,2026-08-05,15:02,B_OPTIONS_MOVED_FIRST,1,LIVE,6.459999999991851,43.752833999998984,6.295176,-6.990778,-0.525476,-53340.0,-20500.0,5960.0,-14660.0,0.832142,-1.228041,-0.02533200000000002,15:03,28.99000000000524,True
SENSEX,2026-08-05,15:03,E_INCONCLUSIVE,,LIVE,28.99000000000524,14.3278100000025,2.340476,-2.070424,0.615106,0.0,0.0,167540.0,15960.0,-0.352217,0.499706,0.08801300000000001,,,
SENSEX,2026-08-05,15:04,E_INCONCLUSIVE,,LIVE,15.889999999999418,10.080271999991965,0.16225,-2.933075,0.640396,0.0,0.0,-77440.0,-14120.0,-0.241565,-0.123648,-0.015903,,,
SENSEX,2026-08-05,15:05,C_BOTH_MOVED_TOGETHER,-1,LIVE,-31.270000000004075,-34.84465299999283,-5.06788,6.45755,-0.362051,-10240.0,-12420.0,-86500.0,-21220.0,-0.26884,0.309161,0.063577,,,
SENSEX,2026-08-05,15:07,C_BOTH_MOVED_TOGETHER,1,LIVE,42.19999999999709,48.2320699999982,6.233892,-8.581713,0.416338,-97980.0,-36640.0,19780.0,1580.0,-0.082131,-0.411035,-0.015124000000000026,,,
SENSEX,2026-08-05,15:08,C_BOTH_MOVED_TOGETHER,1,LIVE,21.30999999999767,40.6234989999939,4.792051,-7.551579,0.640173,0.0,0.0,32840.0,8320.0,0.256835,-0.888702,0.05945600000000001,,,
SENSEX,2026-08-05,15:09,C_BOTH_MOVED_TOGETHER,-1,LIVE,-28.539999999993597,-41.89031799999066,-5.543478,7.694283,0.655891,0.0,0.0,-106580.0,-104460.0,-0.263404,0.369737,-0.102601,,,
SENSEX,2026-08-05,15:10,E_INCONCLUSIVE,,LIVE,15.209999999991851,11.2374659999914,2.462601,-1.064929,0.347849,-71200.0,-41200.0,-301440.0,-105840.0,-0.053552,0.294936,-0.04971800000000001,,,
SENSEX,2026-08-05,15:11,E_INCONCLUSIVE,,LIVE,-22.569999999992433,8.1597299999994,0.711291,-2.160816,-0.540538,0.0,0.0,18280.0,62940.0,0.936308,-1.066175,0.013812000000000019,,,
SENSEX,2026-08-05,15:13,C_BOTH_MOVED_TOGETHER,1,LIVE,26.130000000004657,38.67366000000038,5.217317,-6.785664,0.553265,-88980.0,-13240.0,137080.0,73340.0,0.237928,-0.601038,0.027258999999999978,,,
SENSEX,2026-08-05,15:14,C_BOTH_MOVED_TOGETHER,1,LIVE,44.14999999999418,63.61373199999798,8.302224,-11.155015,0.736495,0.0,0.0,124580.0,12820.0,0.215991,-0.378802,-0.007408999999999999,,,
SENSEX,2026-08-05,15:15,C_BOTH_MOVED_TOGETHER,1,LIVE,31.560000000012224,54.13468200000352,4.208608,-13.645238,0.808819,0.0,0.0,138360.0,44520.0,-0.024124,-1.622402,0.03167800000000004,,,
SENSEX,2026-08-05,15:16,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-168.60829899999953,-19.797768,40.610778,-0.552998,-364640.0,-103000.0,526500.0,493260.0,-4.366863,4.698115,0.36007799999999995,15:30,79.14999999999418,False
SENSEX,2026-08-05,15:17,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,70.48079199998756,13.434853,-10.408816,-0.449576,0.0,0.0,-322920.0,-263240.0,2.056726,-2.059931,-0.21578699999999995,15:30,79.14999999999418,True
SENSEX,2026-08-05,15:18,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-24.422313999995822,-5.56041,2.539481,-0.458646,360.0,-23140.0,-408080.0,-110300.0,-0.992746,0.503673,-0.10745199999999999,15:30,79.14999999999418,False
SENSEX,2026-08-05,15:21,D_UNDERLYING_STALE_OPTIONS_MOVED,1,STALE,,35.845091999988654,4.396085,-7.764048,0.462374,3720.0,5780.0,-147440.0,26220.0,0.639577,-1.538995,0.07046799999999998,15:30,79.14999999999418,True
SENSEX,2026-08-05,15:22,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-20.961539999989327,-3.742152,3.538928,0.341088,0.0,0.0,8320.0,-55580.0,-0.604351,0.587013,-0.0024230000000000085,15:30,79.14999999999418,False
SENSEX,2026-08-05,15:23,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-17.61872100000619,-2.870064,3.059896,-0.055709,0.0,0.0,-64780.0,-32260.0,-0.439846,0.463211,-0.16777499999999998,15:30,79.14999999999418,False
SENSEX,2026-08-05,15:25,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-43.5259389999992,-7.244373,7.705831,-0.529518,0.0,0.0,53460.0,4460.0,-1.283708,1.09533,-0.030766000000000016,15:30,79.14999999999418,False
SENSEX,2026-08-05,15:26,D_UNDERLYING_STALE_OPTIONS_MOVED,-1,STALE,,-16.958199000000604,-4.281928,1.87704,-0.59664,8980.0,5280.0,-52660.0,70900.0,-0.727634,0.24547,-0.03709599999999996,15:30,79.14999999999418,False
